11620	11620
10497	7227
12216	3702
10335	10298
12104	7227
12280	12280
39720	10090
10255	9913
11082	11082
12305	9606
10376	9544
11089	7159
1285595	1285595
12183	3711
12321	3847
37296	10298
10376	9823
10641	3702
348604	9606
337042	9913
11161	9606
50294	50294
10390	9986
329852	511145
116056	4081
12455	10090
11631	10090
92444	7460
10407	7227
10310	9796
10710	10710
33773	33773
10390	9606
12657	9606
10376	10116
12618	9913
694009	9823
95342	9606
11676	7227
10298	10376
12657	9796
10310	9606
694005	9031
687369	9606
10506	9606
10561	9913
11103	9913
12777	12777
63330	10090
11008	4932
12305	9986
694009	9544
1094373	1094373
57482	57482
12092	12092
11069	9606
337041	9606
11593	9913
194440	9606
1511908	9031
10359	10359
1511908	4932
10298	7244
337041	9796
11709	11709
10245	10116
10991	10090
11599	9913
11709	9483
10381	9606
11099	9606
12104	3702
11320	10090
10760	10090
11176	9031
12461	9606
12167	3702
337051	9606
307456	10090
11320	11320
10760	10760
11290	11290
12110	9606
10359	10090
10298	9483
10245	9544
12461	9986
10633	9483
11099	9986
10679	10679
12045	4113
687386	9823
116056	116056
10376	511145
11191	11191
10245	9823
337041	9986
12538	12538
11103	8364
10276	10090
10376	258594
129951	9606
337042	9606
10633	9544
12321	4081
55987	8049
10726	511145
351073	351073
10298	9544
10710	511145
10245	9483
10359	7227
10821	4538
12104	12104
10840	3702
10255	9796
162145	9606
212035	212035
10255	9606
10298	9823
12305	9913
12302	4932
12183	4113
694014	10141
10376	9601
11103	9986
10561	9606
11103	9606
195054	195054
12327	12327
12288	9823
10255	9986
35305	35305
11303	11303
12138	4577
694014	9031
162145	9986
39720	7955
11103	9796
10298	10116
10633	10116
10376	10376
10567	9606
12321	12321
11676	11676
687384	9685
10760	7227
40631	40631
11709	9544
337042	9986
11191	10116
11320	7227
11034	9796
12216	10090
12618	9606
186538	511145
129951	9986
11034	9606
10310	9913
10407	10407
11099	9913
1239565	9606
10855	9606
11599	9606
10407	10090
11886	9031
12461	9913
10273	9483
11757	10090
40051	10090
186538	9544
11060	4932
337051	9913
11676	10090
10870	10870
11593	9606
194440	9913
337041	9913
12242	12242
318558	318558
694009	9483
11234	10141
12475	10090
693997	693997
11976	9986
11983	10090
10276	10276
37124	37124
348604	316407
39720	7227
11976	9606
279896	4558
12104	10090
10497	10090
10376	9483
11613	4081
10335	4932
370833	4081
186538	10116
35304	7159
12216	12216
12110	9913
138950	4932
10719	10719
11723	11723
70796	9031
28875	9823
1511891	7227
37296	4932
11599	9986
37296	9031
11060	11060
12264	12264
1511862	4932
10273	9606
11161	11161
10376	8364
334203	9606
10376	28377
11320	9598
12305	10116
694005	10090
11886	11886
1511779	1511779
10279	9606
11033	9606
10376	9986
351073	9606
11676	243277
694009	9606
10821	4513
12305	12305
10710	316407
11269	9606
10376	9796
694009	9986
39720	4932
10493	10493
10390	10390
35305	9606
147711	9606
10376	9606
37296	37296
345201	345201
10310	10310
12538	9685
10335	7227
10359	9598
333919	9796
10879	10879
32603	9606
279896	4577
28289	28289
37296	7227
694009	8364
11520	10090
10298	9913
10273	9986
10366	10366
10633	9913
36427	9606
37128	9606
337041	10116
194440	10116
103722	29760
194440	10390
12455	9685
49267	49267
11320	10141
10407	37347
11613	9606
11588	10090
10359	4932
10245	9606
11723	9606
1330524	9598
11103	4577
10623	10090
28375	4513
194443	9606
38804	10090
12110	9823
35612	9823
11642	9598
10298	10335
194441	10090
10991	39947
694014	694014
11591	9606
28875	9913
305674	305674
694014	7227
12092	9598
11099	9823
11103	9483
12161	12161
10658	10090
11250	10090
1511908	10090
12110	10116
337041	9544
11053	7159
11099	11099
11623	10090
138950	3702
10245	8364
10376	13735
11320	4932
37296	7955
337041	337041
10245	9986
337041	9823
11320	9031
1297662	1297662
11176	10090
11047	10090
11082	9913
11676	223926
186538	9913
12355	12355
11292	9606
12475	9598
337041	9483
1511908	7227
11676	312309
11103	9544
694014	10090
129951	10116
337042	10116
12110	9785
694009	9913
37124	7159
10298	8364
11709	9606
694005	694005
10633	9986
11103	9823
674953	5722
12216	4932
11676	9598
194699	194699
10298	9986
11786	10090
11089	11089
10255	10116
11070	7159
10407	9598
12331	12331
264729	216591
10298	9796
11103	10116
11676	9685
10298	9606
11709	9986
10633	9606
12317	12317
11191	9606
11303	9913
180170	180170
279896	279896
12618	10116
10376	9913
10255	9544
10821	4577
370833	4113
11234	10090
28355	4558
10366	10090
10497	9031
10335	10090
11978	11978
28875	9606
162145	162145
10255	511145
37128	4113
11250	11250
186538	9986
10261	10261
129951	129951
12321	4113
10710	9606
138950	10090
37124	9598
37296	10090
337042	337042
11723	9913
10245	9913
12216	9685
10623	10623
10710	224308
11103	11103
11599	9544
186538	9796
220340	3702
10407	4932
38804	38804
118140	9823
11082	9606
11676	4932
186538	9606
10310	9483
10376	316407
12327	4932
28875	9986
12475	4932
12317	3847
11103	132908
11072	9606
190061	190061
694005	10116
10376	9031
12040	4513
63330	9986
1330524	9606
10335	9483
10376	4932
12305	10090
11072	9796
39720	9606
186538	186538
11234	9483
35258	9615
333926	9606
12455	9986
12167	4113
11520	9544
11072	11072
37296	9483
1330524	1330524
1511891	9606
11642	11642
32603	4932
10245	9598
11620	9606
190061	9606
28321	28321
10310	10090
10710	208964
11631	9796
694005	9544
12455	12455
10390	10090
10840	9606
10855	7227
10245	9685
12216	9913
39720	8364
11631	9606
12455	9606
10376	375286
49267	4081
63330	9796
12092	9606
63330	63330
39720	9986
63330	9606
28875	28875
10255	7955
11277	9823
11047	9823
11983	9913
10677	10677
10991	9606
318844	318844
10376	316385
11588	10116
12475	9913
12538	9615
307456	307456
11103	7227
12216	4113
694014	9483
10376	155864
47416	47416
11250	9544
10376	9685
11053	11053
337041	10090
10651	3847
194440	10090
1511873	9913
337051	10090
11292	11292
11676	9913
11047	9544
312185	312185
40051	9913
11320	9796
37296	10376
194441	10116
10407	9913
1511908	9823
10760	9606
10359	9986
11250	9823
38804	10116
12461	10090
36772	9606
10381	10090
11099	10090
11320	9606
11320	9615
10677	9606
10756	10756
11723	4932
10245	9031
11320	9986
11723	9031
337042	7227
10760	9986
10359	9606
11552	9823
694014	7244
11053	9606
10633	10633
11250	10116
12045	7227
12110	10090
129951	7227
307456	9606
10298	10298
10359	9796
10991	10991
11047	10116
312185	9796
59749	4577
194699	257310
12104	9913
10497	9913
10376	9598
38804	9544
1218488	9823
10376	748671
10271	10271
696856	9913
10633	4932
10298	4932
337042	10090
12216	9986
694009	694009
10298	9031
374840	374840
10276	9606
11033	11033
37124	9606
10279	10279
129951	10090
694014	10116
11041	9606
10497	10497
11072	9913
32604	32604
10679	316407
10255	10090
10273	10273
99182	9606
38804	9483
162145	10090
39720	9913
11070	9606
10678	10678
10760	316407
10310	4896
11269	11269
28355	4555
10567	10090
12040	4577
147711	147711
10258	10258
11983	11983
11250	9483
337041	7227
63330	9913
194440	7227
694014	9544
11103	10090
12475	12475
12305	3702
36427	36427
11047	9483
11034	10090
10710	469008
37128	37128
12618	10090
40051	40051
11757	11757
12216	9606
10381	7227
12216	9615
12455	9913
32603	32603
10995	9031
11070	11070
11676	9606
11676	9615
10407	9796
694005	9483
11709	9598
40051	9606
10310	7227
1513235	1513235
10760	9913
10407	9606
11676	9796
11234	10116
11599	10090
11320	9913
10258	9606
11983	9606
37296	10116
133704	133704
12104	9986
12475	9606
138950	10116
10497	9986
11709	9361
38525	9103
1239437	9103
10840	4113
10376	6239
176652	176652
195054	9606
10271	9986
10641	10641
10335	9544
37296	9823
687340	9606
11234	9544
11886	10116
12104	9606
12475	9986
10497	9606
11082	7159
342409	342409
10376	10298
10677	9913
10359	9913
10710	4932
10335	9823
10407	9986
10678	9606
11520	9483
37296	9544
10710	1031711
370833	370833
10245	10245
11234	9823
11676	9986
202566	202566
32604	9606
687385	9615
11613	11613
10310	4932
11676	9483
694005	9606
10752	10752
186538	7227
50817	50817
348604	348604
11277	9796
11631	9544
10407	9483
10273	10090
35304	35304
10390	9031
11520	9986
10760	511145
11089	9606
11277	9606
10298	3702
10390	194440
694009	10090
12216	4081
694014	9913
63330	9544
1511865	9031
1335626	1335626
334205	9606
10376	10090
74501	9606
12657	12657
12104	9483
10497	9483
1511862	10116
12455	10116
70796	70796
138950	138950
10995	9103
10710	7227
11072	9823
11069	11069
11709	7955
10335	10335
10677	511145
11520	9606
10754	9606
11234	11234
10506	10506
694014	9669
10298	7227
11723	10090
10661	10661
37296	9913
10245	10090
12110	12110
11588	9606
138950	9913
12183	12183
11137	11137
11047	9986
11786	11786
10298	37296
48981	7227
10335	9913
337041	10141
1511908	9986
11250	9986
11552	9606
194441	9606
10760	10116
38804	9606
90961	90961
10623	9606
11569	9606
38525	38525
220340	9606
11234	9913
687379	9606
11320	10116
337051	337051
11250	9796
10359	10116
38804	9986
11623	9606
1511908	9606
11250	9606
1285600	1285600
194441	9986
10381	10381
337041	4932
1511900	1511900
10658	9606
11320	9823
12461	12461
11047	9606
194440	194440
129951	6239
11320	9544
11176	9615
11709	7227
11176	9606
10760	9544
12302	12302
694014	9796
11976	11976
37128	3702
11520	9669
12465	4513
10840	4081
12139	3847
47740	9606
10376	9103
10376	7955
694014	9606
11103	4932
12327	4513
11103	9031
10255	10141
11137	9606
11786	9606
12618	9031
137556	4577
11277	11277
12145	4081
10760	637910
11709	10090
11277	9913
11320	9483
10633	10090
10678	511145
35287	35287
10245	7227
118140	118140
11520	9913
10298	10090
10854	10854
129951	4932
694014	8364
1511900	9606
10855	10855
11599	11599
74501	9913
10255	9031
10754	10754
694014	9986
10276	9823
11191	10090
35252	35252
10760	214092
11520	11520
11676	10116
28875	10090
10376	7227
10335	9606
11103	9685
11234	9796
11623	11623
194441	9913
10255	10255
40537	9913
38804	9913
10407	10116
10658	10658
11234	9606
10623	9913
12104	9544
10366	9606
1511908	1511908
10497	9544
35304	8364
10376	37296
11983	10116
37296	9606
11176	11176
37128	7227
11588	9913
138950	9606
10710	10090
12104	9823
11047	11047
10497	9823
10255	9361
329852	481805
220340	220340
11047	9913
11082	10090
11060	9606
186538	10090
11676	9544
348604	208964
11886	9606
11176	9913
138950	9986
10497	10116
11631	9483
113370	113370
10407	9544
37296	9986
11552	11552
35304	9606
11234	9986
11676	9823
11034	11034
181082	181082
11103	9598
11588	11588
11978	9685
11250	9913
63330	9483
10335	9986
10407	9823
1511908	9913
58103	5664
